title,Sum of view_count,Sum of like_count,Sum of comment_count
وأخيرا داري الجديدة😍واش عرفتو شكوناهي جارتي🥰🤭,262744,11443,1776
نهاية حرامي فلة باور 💔!,13039896,856880,45540
نااري😱 على مفاجئة كولشي بقا مصدوم فيها🤔حتى حفصة و لحسن ماكانوش ناويين عليها,545500,32052,2746
مين يفوز بالدوري السعودي لليوتيوبرز !؟ 🔥,1270732,93968,2022
مين أضعف صديق في فالكونز ؟,5096026,621477,14073
مي حليمة طباخة محبوبة  صدمات😱 العائلة كاملة وحفصة مكانتش كتوقع هادشي,269528,16712,1046
ملخص مباراة مانشستر سيتي ويونغ بويز (3-1) | الجولة 3 - دوري أبطال أوروبا,5915140,185704,3612
ملخص مباراة ليفربول وإيفرتون (2-0) | الجولة 9 - الدوري الإنجليزي الممتاز,958826,18074,795
ملخص مباراة سبورتينغ براغا وريال مدريد  (1-2) | الجولة 3 - دوري أبطال أوروبا,783333,21769,445
ملخص مباراة برشلونة وشاختار دونيتسك (2-1) | الجولة 3 - دوري أبطال أوروبا,9957673,346912,10361
ملخص مباراة باريس سان جيرمان وميلان  (3-0) | الجولة 3 - دوري أبطال أوروبا,5718608,203023,6804
ملخص مباراة الهلال x ‫مومباي الهندي - الجولة الثالثة - دوري أبطال آسيا 2023-2024,8856673,209054,14498
ملخص مباراة النصر 4 - 3 الدحيل القطري | دوري أبطال آسيا 23/24 | Al Nassr Vs Al Duhail highlight,21353194,574022,33930
ملخص مباراة الاتحاد 1 × 0 القوة الجوية العراقي دوري أبطال آسيا 24-2023| AlIttihad × AlQuwa highlight,3534361,66051,10215
مقلبت راكان وريان وحولت غرفتهم الى ليقو 🤯🔥 (50.000 قطعة),7209960,777176,16095
مقديتش نخبي هادشي ليطرا لينا ولكن حمدالله,338126,28451,4450
مقدمة سبايدر مان 2 حريقة 🔥,1036028,139799,4998
مقدر اقول لا في فلة باور !,13047712,1039109,27202
مسلسل كريستال | الحلقة 84 | فاي تتعرض لخطر اجهاض الجنين وجواد يشاهد طفله للمرة الأولى,1842657,24423,583
مسلسل المختفي : الحلقة 3,1620424,16793,0
متظاهرة مصرية تواجه مراسلة CNN على حدود مصر وغزة.. شاهد ما حدث,31330387,842355,115124
لحظة دخول أولى شاحنات المساعدات من معبر رفح المصري إلى فلسطين,4405512,47892,9522
لأول مرة تسجيلات خاصة لحظة استشهاد يوسف أبو شعر كيرلى ..جدته وخالته تكشفان تفاصيل أخر رسائله وكلماته,6397693,85588,11196
كيف تعيش يومك ب اول حرف من اسمك !,2321668,159743,6444
كلمة وزير الخارجية الجزائري في مجلس الأمن حول الوضع في فلسطين,1361048,33324,6880
كان حلمه انه يصير يوتيوبر الشهيد الفلسطيني عوني 💔🇵🇸!,71241600,10146852,655536
قررت اخلع حجابي 🧕🏼,7829630,192015,1552
فلوغ ولادة إبنا الثاني •أصعب و أجمل اللحظات فحياتي •شنو سميناه؟,297047,0,1327
فلم هندي بنكهة عراقيه 😂😂,9733405,187792,324
فلم ماين كرافت : بنيت فخ السرير للعملاق والمفاجأة😅  Minecraft movie,1509066,56596,2706
فلسطيني أغمي عليه من هول ما شاهده في غزة,7967460,124245,15791
فرحتى كبيرة👩‍🍼استقبال فى المصحة🏥من الاب الحنين عوضنى بيه الله🤲,116213,6403,497
فتاة بطلة تتحدث بحرارة عن فلسطين ... وتوجه رسالة قوية باللغة الإنجليزية للعالم ولل...يه..ود الفجرة,1281999,42618,2724
فاش تايكون عندك عرض فالقسم,416188,31552,1804
فاجأنا امي بيوم ميلادها في السينما واتفشلنا,2737288,191558,12544
عائلة المتدعبلين #101 اخوي دعبول رجع وسوالنا مفاجئة انصدمنا !!؟😨😱,259891,13104,1169
عاجل| مظاهرة جامع الأزهر تدخل إلى ميدان التحرير,104966,1684,277
طلبت اغرب كيك في العالم من أفضل وأسوء محل 😱,24080393,1491605,160185
طلاقي ، الهجوم الغير اخلاقي ، الفلوس ، الستر ،،،🤬,1427565,136838,21300
طفل فلسطيني ... اسكت الجميع عندما تكّلم! اختصر بكرا واختصر الواقع : احنا بفلسطين ... منكبرش!,5306844,104532,10344
طبخات محبوبة صدمت😱 العريسات بهده المفاجأة.🫣مكناش كنتضرو حفصة عزيزة عليها حتى هد الدرجة🙏,301688,25756,1822
صوت أية بين أحضان حفصة👼أخييرا فلوووك الولادة😭,2378370,117408,34056
شوفو الفرحة ديال حفصة و لحسن مع لالة أية 👼 بالبيفي و العائلة كلها دايرة بيهم🎁,2263776,119316,19128
شهادة أحد الناجين من قصف مستشفى المعمداني في غزة,536467,5229,1081
شنو صارلي😷يومي المأساوي انتهى بالمستشفى🥹,236633,23751,1473
شروط الاستفادة من برنامج الدعم المباشر لاقتناء السكن,336818,5231,291
شاهد…أنا مرا بألف راجل…افتحولنا الحدود نروحو …فحلة جزائرية تصرخ بصوت عالي افتحولنا الحدود  تابع,398532,7784,1323
سائقو شاحنات المساعدات الإنسانية يرون ما حدث داخل قطاع غـ،،ـزة,10872276,120791,22350
سافرنا فجأه الى هونق كونق | غيرت شكل بنتي 😍 !!,6064080,283012,17625
زوجي يتحكم برسمتي 😅 | قصة اغبى قرار 🥲🥲,891333,42222,5055
زواج أبو عبد الرزاق😆 || #200,921698,34646,1442
ريتشارد_لاتحزني فلسطين_Rishard_ La Tahzuni Filastin _(Official Music Video)2023,1076900,43220,3581
روحت الم لها هدوم الولاده  دبستني ف تنظيفه الولاده,537560,35013,495
روتيني ايام الدراسة |قضو معايا يوم كامل,89085,5734,200
روبلوكس : تحدي اقوى واكبر جيش من المستنسخين ضد القلعة 💥🏰 مع @OtakuG,1641155,98701,5635
رفعنا علم فلسطين في اكبر حدث اجنبي | مع ابو فله,16082282,1356415,61020
رسالتي للعالم من غزه!,714948,54212,4548
رحلة المدرسة الى حديقة الحيوانات,3997003,73309,13124
دوري أبطال اليوتيوبرز في FC 24🏆بولتكس، عبدو، مروان ريحان و بشر !! 🎮🔥,1188074,123306,2256
دُموعِك غاليين ...,2554793,102575,462
دخلنا اكبر هدية لالة اية🎁الكلينيك فرحة حفصة متصوروهاش🥰,810918,37756,3868
خلاف بين الوفود العربية والأوروبية بقمة القاهرة للسلام يعرقل التوصل لبيان ختامي,7011448,50344,28480
حولت مسبح فلة باور الى مسبح شوكولاته,1526408,102452,3590
حقيقة جوازي من أماراتي🇦🇪حقيقة ام خيال🇪🇬💍💍,1419789,96162,31306
حفصة فغرفة العمليات كلنا كنتسناوها👼🤲,578774,25420,4793
حصدنا الجوز و الفلفل من مزرعة الجد والجدة _رجعنا اني وايرا 😅_ الريف الاوكراني 🇺🇦🇮🇶| مصطفى ستار,197957,20598,1309
حسبي الله ونعم الوكيل💔 فلسطين,3757722,134707,2937
حرقت جوال فارس وأهديته آيفون 15 😨🔥,7145502,531350,24318
جولة بمنزلي بالمغرب🇲🇦بالكامل اعطيوني رأيكم ومتنساوش تدخلو برجليكم ليمنية😊🇲🇦🙏,313922,15767,1536
جوزى خنقتنى رابع يوم فرحنا👰بيقولى هتغدينى فسيخ وأنا عريس🤵ده الجيران شمة ريحتنا🙈,1481220,74400,5874
جربنا اغرب أكلات آسيوية في العالم 🤢🤢هرجع في وشها 😂😂,490445,31485,1890
جربت افضل انواع الاكل في اسبانيا 🇪🇸 🦐 🍮 | اضرب مع سري,124969,16814,330
تواصل | سائق شاحنة مساعدات مصري يتحدى الاحتلال نصرة لغزة,4837782,74674,8536
تحيا فلسطين❤️🇵🇸🫡,7305960,469414,26520
تحدي ميزان الحظ ( اذا جبت الوزن صح لك هدية ) !!,16441018,1557212,40997
تحدي قضينا يوم كامل ب ١٠ جنيه فطار وغدا و عشاء😱🤯,58476,8839,484
تحدي طبق ب١٠ ريال ضد طبق ب١٠٠ ريال👨🏽‍🍳🍜,1635491,115872,3340
تحدي دول الشام العربي؟!🤔 | الكوير وبيبو ضد مرعي ونصوحي في صباحو تحدي معلومات كرة القدم🔥,4854421,466704,9900
تحدي تركيز الالوان جزء ثاني 😂🔥,8066497,438135,569
تحدي المسخن الفلسطيني,147596,13417,801
تحدي السفر الطويل ( حصلنا الباص حقنا ) !!  The Long Drive #5,4685214,330796,9696
تحدي الاكل البيت مع المطعم 😂🔥الطعم صدمني,375376,30993,878
تجربة اغلى و ارخص شاورما بالعالم (سافرت مرتين) ✈️,20822145,2086575,217950
بنك الانمي - ابو ربيعة جلد الكل 😂!!,498260,56910,1736
بعد مارميت كل الخزين في الزبالة😓 بدأت من أول وجديد وعوضي علي الله 💪🏻👍💃🏽,196086,11535,579
بدهم ايانا نترك بيتنا !,3724600,326001,18630
باسم يوسف واللقاء الأكثر تداولاً مع الإعلامي بيرس مورغان والذي عرض مورغان للعديد من الانتقادات,457999,4907,243
اية الي بيحصل على معبر رفح المصري؟ هل المساعدات لغزة ليها لازمة؟,1997275,210278,12997
أول واحد يقتلني له 500$ !,269205,16253,776
اول مقابله بينى وبين ياسمين😱عند ماما ورد فعلها على وجودى‼️,142831,9864,1075
اول مره اسافر وحدي🥺التقيت بأختي😍,287388,26112,1063
أهداف مباراة النصر 4 - 3 الدحيل القطري | دوري أبطال آسيا 23/24 | Al Nassr Vs Al Duhail Goals,29050491,941472,60585
انهيار الطبيبة هديل الجمل عند وصول عائلتها جرحى إلى المستشفى، إثر قصف الاحتلال  في رفح.,12774012,105887,9788
أنجز أعمالك اليدوية بسهولة أكبر مع هذه الحيل المبتكرة لتنظيم العدد والأدوات #shots,136359381,1793728,3294
آن الآوان ادخل المطبخ واعمل لاولادي لقمه يتعشوا بيها قبل مايناموا🧕🏿👩🏿🙃,403952,32812,1224
اليوم فرحة فدار مي حليمة كلشي فرحان 🥳🎉وبسلامة بحفصة وبنتها 🤰🥺,104048,10219,790
الكويت VS الاردن,7647045,895055,18003
السياره اللي قدامنا تحدد اكلنا #5,5322288,448542,11967
الحياة تستمر 🥹 روتين حماسي وكلام مهم لكل امرأة فاقدة الاملvlog ❤️vرحلة ماليزيا,72490,6257,841
الحقي الملوخيه في السوق دلوقتي وتعالي نفرزها باسرار الشركات وادعيلي,104381,4394,217
التخطيط الإسبوعي، السر الحقيقي للإنجاز,973356,94503,3738
الامبوستر من الأشياء اللي في الصندوق!!😮,200508,16697,294
اكتشفنا نفق غريب تحت جدار الايرون قولم في قرية ماين كرافت!!؟,675692,28375,520
اكتشفنا عوالم عجيبة للشخصيات الاسطورية في قرية ماين كرافت!!؟,6250574,289795,14905
اكتشفنا اغرب كوكب فضائيين خطفو قروي في قرية ماين كرافت!!؟,1783902,78432,3201
اكتشفنا اغرب قضية للقروي المفقود في قرية ماين كرافت!!؟,660544,30383,1289
اكتشفنا اضخم بيت قروي عملاق في قرية ماين كرافت!!؟,3806639,179361,7035
اغرب شي صارلي !💔,3876633,431998,23112
إعلامية فلسطينية تنهار بالبكاء على الهواء: نطالب بهدنة إنسانية لإخراج الشهداء من تحت الأنقاض,910294,11770,1710
اعضاء باور يقيمون بعض !! #6,5023940,432790,14360
اعضاء باور يجربون حياة الاغنياء !!🤑,17028338,1329543,41955
استعراض تحديث 20 وردة فعلي على فاكهة الماموث والصوت 😱 بلوكس فروت | Roblox Blox Fruits update 20,298080,24426,831
اذا مانحفت راح اطلع من باور #3,17503134,2526698,119592
اذا مانحفت راح اطلع من باور #2,2098163,196061,5638
اخر شخص يطلع من سجن السكاكين يفوز🗡️🔥( السجن يصغر حجمه!!🤯),21232515,2029150,55461
اجيو تشوفو المفاجأة🎁 لدار بامحمد لحفصة بعد الولادة🤱,467846,26494,3022
ابني تضارب مع طالب في المدرسة !!  AR family | اي ار فاملي اي ار,182276,7451,306
קצת צחוק בימים קשים: תראו מה קורה בערוץ 14 (וחבל שלא רק שם),52334,2212,1093
קופה ראשית | אזהרה: הסרטון הזה יגרום לכם לבכות ולצחוק בו זמנית,93971,4153,110
פאר טסי - לא תירא (Prod. By Arik Znati),161541,4554,280
עדות התצפיתנית: המשמרת שהפכה לגיהנום,110205,2244,251
כמה סוללה יש לך בטלפון?,183718,9714,51
